date,tmean,tmin,tmax,humidite,Ra,ETo,VPD,soil_temp,soil_moisture,soil_ph,soil_ec,nitrogen,phosphorus,potassium,soil_type,categorie,crop_name,Kc,root_depth_cm,growth_stage,days_since_irrigation,last_irrigation_volume_mm,irrigation_method,station_id,solar_radiation,wind_speed
2020-01-11,10.82,8.04,15.05,83.18,16.55609428,2.885455396,0.218170534,10.74,56.0,8.00678925580306,1.4706397864476857,27.11937201648721,19.60968189003808,169.42420989808227,clay-loam,1,tomate,1.1,51,4,14,2.6237821581611893,aspersion,2.0,18.13147738209353,1.7409329716665711
2020-01-12,11.36,9.16,14.23,82.8,16.6541513,2.515022305,0.23124702,11.12,56.0,7.578331083843114,1.7232682534703558,34.31022958010893,19.25704968381327,239.37716621634328,clay-loam,2,pomme_de_terre,1.1,65,2,13,1.4561457009902097,surface,2.0,18.366409089345144,1.7308814349626054
2020-01-13,10.56,8.02,14.24,81.97,16.7563785,2.725896844,0.2298483,9.68,56.0,7.704502062254895,1.5998052092013917,28.864374352095485,8.421012958909294,167.67357602617426,clay-loam,2,amandier,0.95,129,2,14,0.2333283160680771,goutte_à_goutte,2.0,19.47174406461569,1.507793476912394
2020-01-14,10.26,7.5,15.19,80.24,16.86274517,3.017914625,0.246905474,9.62,56.0,8.059604002864223,2.047089773760738,29.441478173471893,12.670245109639746,242.33855545041223,clay-loam,1,pomme_de_terre,1.1,61,2,7,1.9123099563358137,goutte_à_goutte,2.0,20.103951217357327,0.3837172837437832
2020-01-15,9.43,5.18,15.67,82.26,16.97321897,3.442923995,0.209658354,9.24,56.0,7.976279797440633,1.7395015716963795,26.2261348253779,19.11494296001661,200.94995411299357,clay-loam,1,oignon,1.1,55,4,8,2.9620728443102124,goutte_à_goutte,2.0,20.893112217775123,2.7541553743737754
2020-01-16,9.6,5.89,14.86,77.71,17.08776589,3.22522417,0.266462113,8.82,56.0,7.826262767109276,1.069345210151446,43.448540311806944,15.207709202819473,173.93725965719352,clay-loam,1,amandier,0.95,110,1,7,4.299702033681603,aspersion,2.0,20.58235121492366,1.4998647386116055
2020-01-17,9.59,5.9,14.18,81.72,17.20635029,3.119060486,0.218378366,8.89,55.0,7.855749863146406,2.5892810869958307,22.67073961891465,9.63153576901268,230.92036078720676,clay-loam,2,pomme_de_terre,1.1,53,5,11,0.8526206184364576,goutte_à_goutte,2.0,18.01767789742378,1.7937899650750464
2020-01-18,11.79,8.52,15.75,80.07,17.32893483,3.171128336,0.275683691,11.41,55.0,8.208850399147787,1.5971667316691167,22.59767747451292,17.29158969562721,163.62730376384408,clay-loam,1,figuier,0.95,126,3,11,0.0663248057993326,aspersion,2.0,18.89271444613001,1.2725539173553448
2020-01-19,10.58,5.68,17.06,75.7,17.45548046,3.843644081,0.310192444,10.47,55.0,7.844692228139236,1.4263298866892469,51.20993565845109,11.425963705042648,231.90920203641065,clay-loam,3,olivier,0.95,122,1,13,4.828160165372797,aspersion,2.0,20.00560925419844,2.485965171720317
2020-01-20,12.56,8.05,16.64,80.7,17.58594643,3.59908357,0.280854133,12.28,55.0,7.973572626791278,1.9819627115277851,39.77847564654331,23.97262424196106,210.63630605958923,clay-loam,3,pomme_de_terre,1.1,67,3,6,1.9270825126995803,goutte_à_goutte,2.0,20.86091205000083,2.071714468518662
2020-01-21,14.87,13.13,17.6,78.04,17.72029024,2.815150146,0.371371186,14.47,55.0,8.650980976424163,1.6247254729650362,10.0,22.72420731209129,170.18376554540396,clay-loam,2,melon,1.2,74,5,14,0.4883605700319193,aspersion,2.0,23.85200657282649,1.5868173573670656
2020-01-22,13.92,11.33,17.38,79.5,17.85846765,3.204666891,0.32601653,13.71,54.0,7.572895208934823,1.6996140964696635,24.347412607895965,18.02048713177784,226.431740766728,clay-loam,3,piment,1.2,72,4,8,1.2051273301300585,goutte_à_goutte,2.0,19.747644469821605,1.803885194327988
2020-01-23,13.06,10.22,17.79,86.58,18.00043269,3.515237254,0.201791107,12.84,54.0,7.444447180527602,2.746091999300344,11.880106624379458,21.80503352384887,227.32948628443197,clay-loam,3,olivier,0.95,120,2,11,3.0499832889131047,aspersion,2.0,21.679660761472064,2.839089961062435
2020-01-24,12.98,9.05,19.49,82.5,18.14613759,4.150791326,0.261767194,12.1,54.0,8.235076899439582,1.3624392858724768,20.493093065847447,15.323956750616906,257.87598029049786,clay-loam,2,melon,1.2,82,2,12,0.1719426055760919,goutte_à_goutte,2.0,24.61928712130024,1.9635152840593608
2020-01-25,11.47,6.97,16.76,80.32,18.29553285,3.85378043,0.266524855,10.84,54.0,7.796407081611769,1.341119552991302,10.0,18.82718747187508,248.3073506204648,clay-loam,3,piment,1.2,73,4,5,1.2938999080000846,goutte_à_goutte,2.0,22.430004835126237,1.909133231192047
2020-01-26,10.65,6.51,17.05,80.38,18.44856716,3.919160539,0.251623387,10.86,54.0,7.904528741677214,1.5582892560062318,28.630104223060577,22.38860147651037,224.56370103631411,clay-loam,1,pastèque,1.2,83,1,12,3.7768070515882624,surface,2.0,24.264703351931985,1.5293092569303677
2020-01-27,11.83,8.87,16.41,89.85,18.60518745,3.4816027,0.14077225,11.92,54.0,7.765653086560666,2.035757967790519,18.580581808386885,16.227493408971565,143.62045243956183,clay-loam,2,oignon,1.1,60,1,10,1.039708314340944,aspersion,2.0,23.37642776515282,1.0527094247638489
2020-01-28,11.02,6.21,17.26,80.04,18.7653389,4.134846234,0.262366281,11.21,54.0,7.922059957769746,0.7467329849048004,30.599052567964385,13.72406414242858,322.4293494087028,clay-loam,2,oignon,1.1,59,3,8,0.9242722776276352,aspersion,2.0,24.478153349457656,1.919980663210328
2020-01-29,13.8,11.3,18.32,83.39,18.92896489,3.645107495,0.262101583,13.84,54.0,8.479561433628902,0.5172220542617474,13.748787411174751,6.476890209114421,129.8191894464095,clay-loam,2,amandier,0.95,128,4,6,3.8756641168055728,goutte_à_goutte,2.0,23.814060330437933,2.162742556162309
2020-01-30,13.53,9.98,18.71,87.83,19.09600704,4.065724239,0.188695181,13.38,54.0,8.240638537585436,1.2064423646899265,30.8291185317204,14.58433237139253,247.46315871411545,clay-loam,1,vigne,0.95,127,1,6,1.975751180009072,aspersion,2.0,25.90880774777248,2.549792232163835
2020-01-31,12.85,9.21,17.65,83.64,19.26640524,3.94575603,0.242641351,12.52,53.0,8.258667053566093,0.6830385204703564,25.850837218796727,19.11711592281156,221.5641908443149,clay-loam,2,pomme_de_terre,1.1,55,4,8,2.9894998940554256,goutte_à_goutte,2.0,21.785398188386672,0.8757517327501723
2020-02-01,13.1,10.34,18.14,87.51,19.44009761,3.858620417,0.188298808,13.16,53.0,7.575131883262206,1.2875843262371809,45.01952965188596,19.72816713783815,141.29288137594426,clay-loam,2,pomme_de_terre,1.1,64,5,12,2.852219872026997,aspersion,2.0,24.446794860265,1.4374518364884854
2020-02-02,13.87,10.88,18.22,88.53,19.61702056,3.871301328,0.181818823,13.73,53.0,7.654653879034139,1.7512498480646452,44.11356861745625,17.521825328592048,193.78495305607504,clay-loam,1,pomme_de_terre,1.1,59,2,13,4.805860121746745,goutte_à_goutte,2.0,26.06145750069962,1.709629454721775
2020-02-03,15.26,12.25,20.25,81.34,19.79710878,4.257723437,0.323583499,14.99,53.0,7.148276402154372,1.054625568223868,37.85345603010283,12.2935045251888,196.062355687768,clay-loam,2,oignon,1.1,54,2,9,1.9433864484474104,surface,2.0,26.82749392677838,1.9982595757133992
2020-02-04,15.03,11.82,19.89,75.32,19.98029528,4.285854156,0.421693034,14.81,53.0,7.757185753675174,0.7865867116093288,26.733862193387875,5.115892155262047,265.2791357905262,clay-loam,2,tomate,1.1,54,2,6,2.698460661945399,surface,2.0,29.03461150886005,1.9274831542357889
2020-02-05,12.58,11.29,14.64,58.9,20.16651139,2.579103585,0.59887401,12.66,53.0,8.287010955915697,1.534668580857674,49.85380395260293,12.523924509976323,164.33445498598942,clay-loam,1,oignon,1.1,59,4,12,1.7837666334679465,aspersion,2.0,25.5519857920912,1.9391556571563653
2020-02-06,10.95,8.24,13.63,56.43,20.35568683,3.124969826,0.570051402,11.12,52.0,8.15508395472451,1.9312717423075847,14.469647221601791,13.478275644730244,186.9027496787823,clay-loam,3,oignon,1.1,54,4,13,1.481367528520412,goutte_à_goutte,2.0,29.574968992797764,2.2040480292849725
2020-02-07,10.19,6.91,14.84,62.87,20.54774967,3.725045606,0.461780163,10.11,52.0,7.933546021114362,0.6525132807416937,15.964413704363372,13.435355164049929,100.0,clay-loam,2,pomme_de_terre,1.1,52,3,5,0.0781820337059696,goutte_à_goutte,2.0,25.57648608589593,1.5483534446104454
2020-02-08,10.7,5.4,17.35,73.35,20.74262643,4.7002439,0.342922843,10.81,52.0,7.993309914884584,1.910116199152992,29.162169001109355,18.092781784889624,286.7381396561789,clay-loam,2,tomate,1.1,55,2,13,3.861223846483287,aspersion,2.0,29.82683022539181,2.467070721116847
2020-02-09,12.42,7.78,18.92,66.86,20.94024207,4.857877838,0.477840028,12.08,52.0,7.793334337227378,1.908653101869163,52.5403810892112,24.9283820550742,146.47658784899645,clay-loam,1,olivier,0.95,113,3,12,0.0276105856180119,goutte_à_goutte,2.0,29.07586922221409,2.21672622084974
2020-02-10,12.52,7.47,19.74,74.97,21.14052006,5.164104015,0.363281951,12.12,52.0,8.061427664720535,1.977042551078314,27.976610931299124,15.617646009205464,216.3455432119588,clay-loam,1,pomme_de_terre,1.1,67,2,7,3.534286719238086,aspersion,2.0,25.881728858539105,1.8400838679359603
2020-02-11,13.59,9.78,19.54,74.97,21.34338241,4.814013526,0.389608127,13.3,52.0,8.229763483844184,2.109240107435843,28.16754756790718,13.916341054217693,194.9296085139068,clay-loam,3,vigne,0.95,118,3,7,3.950877702656028,goutte_à_goutte,2.0,28.58666969520327,2.8004539959444577
2020-02-12,14.08,11.03,18.84,82.46,21.54874968,4.415640844,0.281854291,13.73,52.0,7.515233963776859,2.601006962329808,15.580896438881908,13.703890934979537,195.099951660833,clay-loam,1,olivier,0.95,126,3,9,4.631504392566745,goutte_à_goutte,2.0,28.130220693781183,2.778208017785883
2020-02-13,14.32,10.62,21.15,74.27,21.75654108,5.215637622,0.41994078,13.6,51.0,8.089894306351205,1.3219539756904723,39.45929585270378,15.62192383453857,240.49309924354372,clay-loam,1,pomme_de_terre,1.1,62,5,14,0.5793452976256486,surface,2.0,29.740041564008912,2.4664476775969044
2020-02-14,13.87,11.03,18.43,85.56,21.9666745,4.352673327,0.228898326,13.87,51.0,8.2797304612864,1.554785790038929,39.53176254329354,10.858531198258005,283.56312301518176,clay-loam,2,amandier,0.95,124,3,11,4.250192888948996,aspersion,2.0,28.29451216760672,0.4907216147161037
2020-02-15,12.4,9.05,17.13,74.12,22.17906655,4.379088511,0.37266914,12.23,51.0,7.875469913310989,1.2917807833759871,37.8907520139991,15.600992793730276,212.5746834970996,clay-loam,2,oignon,1.1,69,4,6,0.4770505824520565,goutte_à_goutte,2.0,28.37467408970948,2.789472546358988
2020-02-16,11.1,6.94,17.21,74.48,22.3936326,4.770187493,0.337237995,10.8,51.0,8.210210183636175,1.5009884223779053,23.707793271526377,17.254061681659,232.7539008815263,clay-loam,1,pomme_de_terre,1.1,66,3,11,1.554911608578311,goutte_à_goutte,2.0,31.971321611161198,2.397379261235967
2020-02-17,10.4,4.72,17.91,76.11,22.6102869,5.32605216,0.301316828,10.64,51.0,8.8,2.266436677818156,22.93293231626994,16.04843031787244,216.44457683635204,clay-loam,2,blé,1.1,62,2,12,3.329611783087483,goutte_à_goutte,2.0,29.275438977006903,3.0032043188564685
2020-02-18,11.72,6.68,17.21,83.11,22.82894257,5.029724185,0.23255457,11.88,51.0,7.968697162103933,0.8274927580346656,17.068777495950297,17.287709670023908,250.8765711965313,clay-loam,1,pastèque,1.2,85,3,12,1.373608964950321,aspersion,2.0,31.361185107663243,2.6187322958667694
2020-02-19,12.26,9.51,16.2,72.62,23.04951169,4.121844469,0.390655546,12.46,51.0,8.117992115001597,1.0694751639172122,30.83872501760933,17.168738046742675,176.85418102568366,clay-loam,3,oignon,1.1,53,1,7,2.3610746258097466,goutte_à_goutte,2.0,29.488738783842702,2.789171338748643
2020-02-20,12.78,9.28,16.73,74.78,23.27190537,4.467611455,0.37233601,12.9,51.0,7.778582874901582,2.1885904682522805,19.195926707214984,6.140516588767781,253.7695277208207,clay-loam,2,olivier,0.95,114,2,9,4.858560476945518,surface,2.0,33.49944268802629,2.4393274250901893
2020-02-21,12.13,8.09,17.15,81.26,23.49603381,4.868477981,0.265102073,12.47,50.0,8.054375348780615,2.0100182534510447,18.225834947507117,18.184350791977018,255.5249932823692,clay-loam,1,tomate,1.1,54,1,7,3.803925243084487,aspersion,2.0,29.03162727900777,2.674346599322756
2020-02-22,12.98,10.62,15.95,78.81,23.72180635,3.877107228,0.316962676,13.04,50.0,8.138081487494691,1.318434176591461,25.763092830893243,11.644925771687731,254.1268504341455,clay-loam,2,amandier,0.95,118,2,14,1.1799245987447788,goutte_à_goutte,2.0,29.377629958921137,2.99706187036722
2020-02-23,12.78,9.05,18.45,79.64,23.94913158,5.164389792,0.300585296,12.41,50.0,8.058452702081041,1.92720100056036,25.10843824815784,9.52080418498021,166.9926066331762,clay-loam,1,blé,1.1,66,4,11,0.2021679476921567,aspersion,2.0,33.86794749736735,2.108277369189103
2020-02-24,12.71,8.87,19.13,81.53,24.17791738,5.434537791,0.271433958,12.83,50.0,7.694091404087343,1.6706079212460163,24.62021471178045,9.47774086072502,191.58311828814047,clay-loam,2,blé,1.1,62,4,14,0.1270956337204759,goutte_à_goutte,2.0,30.13732898170303,1.2138847279609353
2020-02-25,13.56,6.85,23.17,68.54,24.40807097,7.112092962,0.488739583,13.33,50.0,8.061908531397636,2.2501373045004938,34.66444596840261,17.167708052362645,211.97334943902172,clay-loam,3,tomate,1.1,51,4,7,0.1571459284336712,goutte_à_goutte,2.0,34.43292979247601,1.8462695499924289
2020-02-26,13.95,10.65,18.42,77.13,24.63949905,5.015496699,0.364416352,13.98,50.0,8.438658781615292,1.5372547969133863,30.790478021502796,13.887125363875736,131.45789775854973,clay-loam,2,blé,1.1,62,1,11,2.3768511159105588,surface,2.0,33.21321222523791,2.1949727996917185
2020-02-27,12.62,9.15,17.01,68.45,24.87210783,4.878776357,0.460927903,12.84,50.0,8.134590729354358,2.012816056936291,27.118439694888824,6.590156080072946,279.7460104043007,clay-loam,3,olivier,0.95,128,5,8,4.537832369630465,goutte_à_goutte,2.0,31.314113114194488,2.037443792185779
2020-02-28,13.36,9.02,19.84,76.79,25.10580309,5.91851883,0.355904111,13.46,50.0,8.288596156721553,2.82100595524631,31.83012928311482,17.390189075961416,199.3861733248912,clay-loam,2,oignon,1.1,52,2,11,3.0220868963890863,goutte_à_goutte,2.0,28.185781168655247,1.3767190169202868
2020-02-29,15.04,7.45,24.61,68.65,25.34049032,7.928748462,0.536004383,13.97,49.0,7.928896408996212,1.7990495775237332,20.08472958895368,7.801959346005863,214.1963943802361,clay-loam,1,oignon,1.1,59,4,8,4.714267852789905,goutte_à_goutte,2.0,31.957705222006883,1.1844661874025104
2020-03-01,14.98,9.2,22.54,65.79,25.57607474,7.042852491,0.582648178,14.58,49.0,8.224970071827114,1.5246640828974218,31.05278623909678,15.699106792591056,171.14977801363986,clay-loam,2,oignon,1.1,51,2,11,1.4487572645688402,goutte_à_goutte,2.0,32.378539272582906,1.6294186656825853
2020-03-02,16.07,10.93,22.96,74.27,25.81246139,6.974374531,0.469941064,15.64,49.0,8.083780351464958,1.8612234926104896,31.506024928446337,16.19249462836527,133.65612203164886,clay-loam,2,piment,1.2,82,1,10,4.402339195076289,goutte_à_goutte,2.0,34.68356256120068,2.4038697779920755
2020-03-03,13.24,11.1,15.85,70.7,26.04955523,4.053187233,0.445784113,13.49,51.0,7.71472678109383,1.3173595708980574,14.969531406425194,19.427885408475223,169.79850572626145,clay-loam,3,pomme_de_terre,1.1,68,5,14,4.040601897822085,aspersion,2.0,35.69472845536509,2.7901698854114847
2020-03-04,13.4,11.0,16.06,70.99,26.28726122,4.243293082,0.446003741,13.57,51.0,8.095556301439663,2.693983852762366,39.95693754370362,23.90842393233426,210.96020938167945,clay-loam,2,melon,1.2,86,1,13,0.527471299151353,aspersion,2.0,31.31137584057977,2.4582838068888506
2020-03-05,14.93,10.02,21.99,78.15,26.52548437,6.908507598,0.370942207,15.14,51.0,7.702491000967907,1.5900355188479909,21.185662947730044,8.176618370497291,233.67144063768467,clay-loam,3,blé,1.1,63,2,8,4.462794992449889,aspersion,2.0,34.441990457167336,2.528713643557068
2020-03-06,14.9,11.41,20.41,74.51,26.76412983,6.038790614,0.43190206,14.78,51.0,7.810135917534563,1.3635333398872436,30.90309799206435,14.737630719684752,208.089577030136,clay-loam,3,pomme_de_terre,1.1,61,5,14,0.6104397735033668,goutte_à_goutte,2.0,34.52342170507156,1.959592213418221
2020-03-07,11.78,10.61,13.37,77.44,27.00310301,3.052068101,0.311857365,12.08,51.0,8.056798492187712,1.082155497489982,41.6441174053527,13.618323524778914,217.33620081209756,clay-loam,2,tomate,1.1,61,5,13,1.5900173748593194,goutte_à_goutte,2.0,35.2871016608736,1.128958771147018
2020-03-08,12.18,8.94,15.38,74.12,27.2423096,4.767012848,0.367314344,12.37,52.0,8.089173282014038,2.048610095803219,39.256767577138696,17.16874842980481,183.1486812659312,clay-loam,2,oignon,1.1,60,1,5,1.3606612469231765,goutte_à_goutte,2.0,34.27993958797776,1.7723897095586474
2020-03-09,11.72,7.87,16.65,81.4,27.48165568,5.528844062,0.256099172,11.9,52.0,7.643230260476861,1.9335937064138693,30.34333388568836,16.07834385466809,224.8124283122714,clay-loam,1,tomate,1.1,56,4,13,4.090073829612465,goutte_à_goutte,2.0,29.534430372409155,1.870617794063811
2020-03-10,12.46,10.19,15.61,75.6,27.7210478,4.491651417,0.352745354,12.8,53.0,8.316195731354863,1.2513228142929531,26.375009971179317,13.2372687863169,274.1416433192953,clay-loam,2,tomate,1.1,53,2,13,1.523906290790145,goutte_à_goutte,2.0,33.23998880652841,1.751473756582159
2020-03-11,13.14,9.73,17.36,82.25,27.96039305,5.496088111,0.268298814,13.5,52.0,8.171601883490142,1.7882256725612111,39.47511908575567,12.795489056945724,235.23947212194932,clay-loam,2,figuier,0.95,128,3,10,2.553736512887829,goutte_à_goutte,2.0,31.365329426624672,2.027347432687313
2020-03-12,13.97,7.55,21.79,74.91,28.19959914,7.775762377,0.400309775,14.5,52.0,7.788581469316735,0.7457220158935718,36.7469497780862,9.417745724079762,240.477094412647,clay-loam,1,melon,1.2,70,3,13,2.424149856794916,goutte_à_goutte,2.0,33.391909613001765,2.220709879946475
2020-03-13,16.38,9.96,25.63,68.18,28.43857447,8.849978497,0.592772276,15.93,51.0,7.538724561065248,1.592485287536578,23.8163497995587,19.939307912032547,214.7008199653316,clay-loam,2,pomme_de_terre,1.1,52,1,5,0.599326836668414,goutte_à_goutte,2.0,35.87193622081064,2.4265075941217487
2020-03-14,15.12,11.22,20.6,77.92,28.67722821,6.650070572,0.379459352,15.11,51.0,7.956528626275571,1.7263781760383472,22.051063529983097,17.296020907997647,124.84224652001993,clay-loam,2,piment,1.2,82,2,12,4.714548519562596,surface,2.0,34.63143199765302,1.8609400678168329
2020-03-15,13.86,10.44,18.99,81.4,28.91547037,6.156757744,0.294649856,14.58,51.0,7.866216885841652,2.3536649047796114,10.0,19.588840988975686,147.76667346843783,clay-loam,2,amandier,0.95,124,2,10,1.093821097865351,surface,2.0,36.420878264632975,1.0481202971777033
2020-03-16,14.4,9.57,20.27,80.75,29.15321188,7.062557645,0.315810965,14.47,50.0,8.033942137115908,1.1145905986356552,31.540318416835877,13.448019317622432,222.74379003319217,clay-loam,1,piment,1.2,71,1,12,3.515094794475889,aspersion,2.0,34.906103518873095,1.7585611403544326
2020-03-17,14.14,11.44,17.75,84.14,29.39036464,5.423534433,0.255851375,14.04,50.0,7.89106500165333,0.8608236855988378,29.17302254981601,11.715822656527848,199.4530474019957,clay-loam,3,tomate,1.1,60,2,5,0.3244612355449078,surface,2.0,31.718146873759288,2.021855198495992
2020-03-18,13.36,9.8,17.54,75.62,29.62684161,5.907192465,0.37384499,13.56,50.0,7.397762941776497,1.0522860195374792,41.36191374642542,9.60842466685386,221.9921443236414,clay-loam,2,tomate,1.1,53,4,14,4.812236474710556,aspersion,2.0,29.359584423884677,2.611403961066704
2020-03-19,13.22,8.87,18.59,75.05,29.86255686,6.642472293,0.379105761,13.68,50.0,7.883495918509652,0.83171574984254,33.590550934803666,16.794587918703296,283.82117089220367,clay-loam,1,tomate,1.1,68,1,11,2.4862425294619275,goutte_à_goutte,2.0,34.779626626807584,1.7160960789079474
2020-03-20,14.51,10.31,19.65,77.23,30.09742563,6.835457418,0.376225693,14.82,50.0,7.908314266679506,2.1683286788794915,43.342291941726906,9.801033877358826,236.30179996146668,clay-loam,3,pomme_de_terre,1.1,66,4,5,0.7404346497669995,goutte_à_goutte,2.0,34.12911389741081,2.256271814199701
2020-03-21,14.3,12.37,16.66,84.96,30.33136443,4.638242614,0.245151089,14.31,50.0,8.190098307432217,2.2743196475120184,23.02635772083829,24.24331534483275,262.9443102871411,clay-loam,1,piment,1.2,72,2,12,0.1844347367726639,aspersion,2.0,32.67223792666842,2.1450439498177163
2020-03-22,14.09,11.52,17.44,83.1,30.56429105,5.454532519,0.271746155,14.55,51.0,7.790540097616685,1.6601082889744143,41.38150330967618,8.461787094532799,204.7340694735365,clay-loam,2,blé,1.1,67,1,5,4.883074779163264,aspersion,2.0,31.28822183573909,2.0219502665616944
2020-03-23,13.63,9.65,18.37,82.81,30.79612463,6.57395199,0.268271086,13.98,51.0,8.50360240201177,2.110647472842574,24.71083620895345,16.36830059606251,159.639216125778,clay-loam,2,amandier,0.95,117,2,10,0.1652536645027419,aspersion,2.0,33.27750242093431,2.465266659662296
2020-03-24,12.18,9.96,15.89,80.01,31.02678575,5.209830548,0.283717687,12.59,50.0,7.426507834804473,1.5669791902901176,37.77596061792272,22.83427353606893,197.10669203928296,clay-loam,2,pomme_de_terre,1.1,68,1,5,3.171756723506819,aspersion,2.0,34.40966693201751,1.6695794016237095
2020-03-25,9.3,8.32,10.5,81.31,31.25619642,2.876480943,0.218960142,10.03,54.0,8.393350249340788,1.452444176149617,15.412416074693065,17.995448796319046,159.7624093140431,clay-loam,3,tomate,1.1,54,2,6,2.6546729165856817,goutte_à_goutte,2.0,36.17619983577142,1.7124067751782417
2020-03-26,9.91,7.93,12.88,64.77,31.48428019,4.464375642,0.43000909,10.28,55.0,7.932704308736569,1.3334811904731192,32.351352993661884,15.878368562458895,277.9147478386224,clay-loam,2,vigne,0.95,116,4,14,4.928252270553004,aspersion,2.0,35.261620301015,1.994049588452886
2020-03-27,10.66,7.18,14.38,76.33,31.71096215,5.56978459,0.303766408,11.29,54.0,8.257875461703067,1.3448045043112171,10.1531205855409,10.15758176519052,239.5195538267735,clay-loam,3,melon,1.2,77,4,11,3.360677737029393,surface,2.0,38.13451441728904,1.67992674745315
2020-03-28,12.06,6.83,17.93,76.33,31.93616901,7.307384284,0.333302616,12.56,54.0,8.02394044521762,0.7260992218454844,27.328625140582453,8.09115405716148,226.025624831414,clay-loam,1,tomate,1.1,54,2,12,1.1881877199619983,goutte_à_goutte,2.0,32.875291350072324,2.2540061455273
2020-03-29,11.39,9.42,13.74,81.78,32.15982912,4.487635107,0.245448007,11.45,54.0,8.341866660807641,1.6321273818036697,34.40353993877913,18.85025054458793,261.7971601114052,clay-loam,1,blé,1.1,66,1,10,1.838915663596266,aspersion,2.0,36.730826207226144,1.6434038478169335
2020-03-30,12.16,8.06,16.94,83.47,32.38187249,6.649333049,0.234301197,12.35,55.0,7.8837914106341564,1.4798330448929782,24.79031448768904,22.53073620387473,100.0,clay-loam,3,tomate,1.1,54,3,8,4.917115704474215,goutte_à_goutte,2.0,35.07959771105112,2.113152103872568
2020-03-31,14.5,7.68,21.3,73.26,32.60223087,8.938532646,0.441536002,14.27,55.0,7.670413872446656,1.8726803620389376,19.495623712440327,12.805750047609145,229.40689756713297,clay-loam,2,amandier,0.95,113,4,10,2.6788734203737925,aspersion,2.0,36.38470828783498,1.9499136156066217
2020-04-01,13.15,9.22,17.5,79.87,32.82083774,6.722848428,0.3044724,13.56,54.0,8.42615128618132,1.5467617482193048,38.461184692959336,9.304692461918243,134.4677107847814,clay-loam,3,oignon,1.1,68,4,5,0.7535877198271473,aspersion,2.0,34.12678506819272,2.107462982388353
