date,soil_temp,soil_moisture,soil_ph,soil_ec,nitrogen,phosphorus,potassium,soil_type,categorie,crop_name,Kc,root_depth_cm,growth_stage,days_since_irrigation,last_irrigation_volume_mm,irrigation_method
2020-02-13,5.0,70.0,8.089894306351205,1.3219539756904723,39.45929585270378,15.62192383453857,240.49309924354375,clay-loam,2,pomme_de_terre,1.1,62,5,14,0.5793452976256486,surface
2020-02-14,5.0,68.387900338089,8.2797304612864,1.554785790038929,39.53176254329354,10.858531198258005,283.56312301518176,clay-loam,1,amandier,0.95,124,3,11,4.250192888948996,aspersion
2020-02-15,5.0,70.0,7.875469913310989,1.2917807833759873,37.8907520139991,15.600992793730276,212.57468349709958,clay-loam,2,oignon,1.1,69,4,6,0.47705058245205656,goutte_à_goutte
2020-02-16,5.0,70.0,8.210210183636175,1.5009884223779053,23.707793271526377,17.254061681659,232.7539008815263,clay-loam,2,pomme_de_terre,1.1,66,3,11,1.554911608578311,goutte_à_goutte
2020-02-17,6.950022616737498,69.52846446920069,8.8,2.266436677818156,22.93293231626994,16.04843031787244,216.44457683635204,clay-loam,2,blé,1.1,62,2,12,3.329611783087483,goutte_à_goutte
2020-02-18,5.7144056096726255,69.78891800292647,7.968697162103933,0.8274927580346656,17.068777495950297,17.287709670023908,250.8765711965313,clay-loam,3,pastèque,1.2,85,3,12,1.373608964950321,aspersion
2020-02-19,5.0,70.0,8.117992115001597,1.0694751639172122,30.838725017609335,17.168738046742675,176.85418102568366,clay-loam,2,oignon,1.1,53,1,7,2.3610746258097466,goutte_à_goutte
2020-02-20,6.066926608016684,70.0,7.778582874901582,2.1885904682522805,19.195926707214984,6.140516588767781,253.7695277208207,clay-loam,1,olivier,0.95,114,2,9,4.858560476945518,surface
2020-02-21,5.0,68.1643489214455,8.054375348780615,2.0100182534510447,18.225834947507114,18.184350791977018,255.5249932823692,clay-loam,2,tomate,1.1,54,1,7,3.803925243084487,aspersion
2020-02-22,5.0,69.20941755462371,8.138081487494691,1.318434176591461,25.763092830893243,11.644925771687731,254.1268504341455,clay-loam,1,amandier,0.95,118,2,14,1.1799245987447788,goutte_à_goutte
2020-02-23,7.250638861592989,67.60541156372719,8.058452702081041,1.92720100056036,25.10843824815784,9.52080418498021,166.9926066331762,clay-loam,2,blé,1.1,66,4,11,0.20216794769215674,aspersion
2020-02-24,8.297526440566378,60.82435572178435,7.694091404087343,1.6706079212460165,24.62021471178045,9.477740860725019,191.58311828814047,clay-loam,2,blé,1.1,62,4,14,0.12709563372047594,goutte_à_goutte
2020-02-25,8.308925847855592,63.44032192960913,8.061908531397636,2.2501373045004938,34.66444596840261,17.167708052362645,211.97334943902175,clay-loam,2,tomate,1.1,51,4,7,0.15714592843367126,goutte_à_goutte
2020-02-26,5.0,70.0,8.438658781615292,1.5372547969133863,30.790478021502793,13.887125363875736,131.45789775854973,clay-loam,2,blé,1.1,62,1,11,2.3768511159105588,surface
2020-02-27,6.257157938457851,70.0,8.134590729354358,2.012816056936291,27.118439694888824,6.590156080072946,279.7460104043007,clay-loam,1,olivier,0.95,128,5,8,4.537832369630465,goutte_à_goutte
2020-02-28,7.756361233171545,69.67826479525232,8.288596156721553,2.82100595524631,31.83012928311482,17.390189075961416,199.38617332489122,clay-loam,2,oignon,1.1,52,2,11,3.0220868963890863,goutte_à_goutte
2020-02-29,9.265519072318364,67.06967094836018,7.928896408996212,1.7990495775237332,20.084729588953678,7.801959346005863,214.1963943802361,clay-loam,2,oignon,1.1,59,4,8,4.714267852789905,goutte_à_goutte
2020-03-01,6.578952190701711,70.0,8.224970071827114,1.5246640828974218,31.05278623909678,15.699106792591055,171.14977801363986,clay-loam,2,oignon,1.1,51,2,11,1.4487572645688402,goutte_à_goutte
2020-03-02,7.39106592025409,68.22654217762188,8.083780351464958,1.8612234926104896,31.506024928446337,16.19249462836527,133.65612203164886,clay-loam,3,piment,1.2,82,1,10,4.402339195076289,goutte_à_goutte
2020-03-03,5.77694179461791,70.0,7.71472678109383,1.3173595708980574,14.969531406425194,19.427885408475223,169.79850572626145,clay-loam,2,pomme_de_terre,1.1,68,5,14,4.040601897822085,aspersion
2020-03-04,5.826503692854095,70.0,8.095556301439663,2.693983852762366,39.95693754370362,23.90842393233426,210.96020938167942,clay-loam,3,melon,1.2,86,1,13,0.527471299151353,aspersion
2020-03-05,10.075283165447436,66.213886998827,7.702491000967907,1.5900355188479907,21.185662947730044,8.176618370497291,233.67144063768467,clay-loam,2,blé,1.1,63,2,8,4.462794992449889,aspersion
2020-03-06,11.395966995200302,59.99225621914164,7.810135917534563,1.3635333398872436,30.90309799206435,14.737630719684752,208.089577030136,clay-loam,2,pomme_de_terre,1.1,61,5,14,0.6104397735033668,goutte_à_goutte
2020-03-07,8.774593831439372,54.64402346145881,8.056798492187712,1.0821554974899819,41.6441174053527,13.618323524778914,217.33620081209753,clay-loam,2,tomate,1.1,61,5,13,1.5900173748593194,goutte_à_goutte
2020-03-08,11.16260905282223,62.584690609835135,8.089173282014038,2.048610095803219,39.256767577138696,17.16874842980481,183.14868126593117,clay-loam,2,oignon,1.1,60,1,5,1.3606612469231765,goutte_à_goutte
2020-03-09,10.117476328238233,70.0,7.643230260476861,1.9335937064138693,30.343333885688356,16.07834385466809,224.8124283122714,clay-loam,2,tomate,1.1,56,4,13,4.090073829612465,goutte_à_goutte
2020-03-10,8.34428690829287,70.0,8.316195731354863,1.2513228142929533,26.375009971179313,13.2372687863169,274.1416433192953,clay-loam,2,tomate,1.1,53,2,13,1.523906290790145,goutte_à_goutte
2020-03-11,10.599229673498995,68.92814291270736,8.171601883490142,1.7882256725612113,39.47511908575567,12.795489056945723,235.23947212194935,clay-loam,1,figuier,0.95,128,3,10,2.553736512887829,goutte_à_goutte
2020-03-12,13.195941862252237,66.38674081565273,7.788581469316735,0.7457220158935718,36.7469497780862,9.417745724079762,240.477094412647,clay-loam,3,melon,1.2,70,3,13,2.424149856794916,goutte_à_goutte
2020-03-13,10.293093006155885,65.00364844557336,7.538724561065248,1.592485287536578,23.8163497995587,19.939307912032547,214.70081996533156,clay-loam,2,pomme_de_terre,1.1,52,1,5,0.599326836668414,goutte_à_goutte
2020-03-14,13.740282277127786,60.3761551213363,7.956528626275571,1.7263781760383472,22.051063529983097,17.296020907997647,124.84224652001991,clay-loam,3,piment,1.2,82,2,12,4.714548519562596,surface
2020-03-15,5.61905519535848,68.48315772979053,7.866216885841652,2.3536649047796114,10.0,19.588840988975686,147.76667346843783,clay-loam,1,amandier,0.95,124,2,10,1.093821097865351,surface
2020-03-16,12.75112805270345,59.292943640809575,8.033942137115908,1.1145905986356552,31.540318416835873,13.448019317622432,222.74379003319217,clay-loam,3,piment,1.2,71,1,12,3.515094794475889,aspersion
2020-03-17,11.53134830503731,65.78183329129973,7.89106500165333,0.8608236855988378,29.173022549816015,11.715822656527848,199.45304740199572,clay-loam,2,tomate,1.1,60,2,5,0.3244612355449078,surface
2020-03-18,11.010250016443942,69.50404716117816,7.397762941776497,1.0522860195374792,41.36191374642542,9.60842466685386,221.9921443236414,clay-loam,2,tomate,1.1,53,4,14,4.812236474710556,aspersion
2020-03-19,12.043801863625278,61.237065826157085,7.883495918509652,0.83171574984254,33.590550934803666,16.794587918703296,283.82117089220367,clay-loam,2,tomate,1.1,68,1,11,2.4862425294619275,goutte_à_goutte
2020-03-20,8.138088441235766,65.5419210138893,7.908314266679506,2.1683286788794915,43.342291941726906,9.801033877358826,236.30179996146668,clay-loam,2,pomme_de_terre,1.1,66,4,5,0.7404346497669995,goutte_à_goutte
2020-03-21,11.927683868003554,62.11111399227765,8.190098307432217,2.2743196475120184,23.02635772083829,24.24331534483275,262.9443102871411,clay-loam,3,piment,1.2,72,2,12,0.18443473677266398,aspersion
2020-03-22,13.335834366476472,63.00228219493087,7.790540097616685,1.6601082889744145,41.381503309676184,8.461787094532799,204.7340694735365,clay-loam,2,blé,1.1,67,1,5,4.883074779163264,aspersion
2020-03-23,15.832683661227389,49.03170042749121,8.50360240201177,2.110647472842574,24.71083620895345,16.36830059606251,159.639216125778,clay-loam,1,amandier,0.95,117,2,10,0.16525366450274193,aspersion
2020-03-24,12.096270605150869,50.37468932658751,7.426507834804473,1.5669791902901176,37.77596061792272,22.83427353606893,197.10669203928296,clay-loam,2,pomme_de_terre,1.1,68,1,5,3.171756723506819,aspersion
2020-03-25,11.77229259425118,59.58887686116532,8.393350249340788,1.452444176149617,15.412416074693065,17.995448796319046,159.7624093140431,clay-loam,2,tomate,1.1,54,2,6,2.6546729165856817,goutte_à_goutte
2020-03-26,12.64271176236531,54.93237022688125,7.932704308736569,1.3334811904731192,32.351352993661884,15.878368562458897,277.9147478386224,clay-loam,1,vigne,0.95,116,4,14,4.928252270553004,aspersion
2020-03-27,15.734377286932983,53.857733081363975,8.257875461703067,1.3448045043112173,10.1531205855409,10.157581765190521,239.5195538267735,clay-loam,3,melon,1.2,77,4,11,3.360677737029393,surface
2020-03-28,14.818747367810317,57.032977354197165,8.02394044521762,0.7260992218454844,27.328625140582453,8.09115405716148,226.02562483141398,clay-loam,2,tomate,1.1,54,2,12,1.1881877199619983,goutte_à_goutte
2020-03-29,13.359645379083307,57.69428988625997,8.341866660807641,1.6321273818036695,34.40353993877913,18.85025054458793,261.79716011140516,clay-loam,2,blé,1.1,66,1,10,1.838915663596266,aspersion
2020-03-30,15.70379340468338,63.70664756532865,7.8837914106341564,1.4798330448929782,24.79031448768904,22.53073620387473,100.0,clay-loam,2,tomate,1.1,54,3,8,4.917115704474215,goutte_à_goutte
2020-03-31,15.129602024252417,58.939320786632976,7.670413872446656,1.8726803620389378,19.495623712440327,12.805750047609143,229.40689756713297,clay-loam,1,amandier,0.95,113,4,10,2.6788734203737925,aspersion
2020-04-01,17.13094442219091,55.805955164767774,8.42615128618132,1.5467617482193048,38.461184692959336,9.304692461918245,134.4677107847814,clay-loam,2,oignon,1.1,68,4,5,0.7535877198271473,aspersion
2020-04-02,14.047698384948918,62.03948814279364,7.965955806235358,1.4186481492154541,28.965372101530765,5.0,199.63721507671696,clay-loam,1,amandier,0.95,111,3,10,3.479064033954409,goutte_à_goutte
2020-04-03,15.054496531640943,51.724089613634746,8.066467542087263,1.0644034849961845,25.104293529693283,10.096175781687311,184.41462037663928,clay-loam,1,vigne,0.95,120,2,7,2.954464715941209,aspersion
2020-04-04,15.183410435475428,62.420443283888204,8.370425574213439,1.5360766184108807,30.418959211542766,14.4317157875048,233.0868306048474,clay-loam,1,figuier,0.95,122,1,8,0.08293914463928076,goutte_à_goutte
2020-04-05,13.2981160336921,59.67400451678455,7.69041342737167,1.869118615408081,56.36669141945589,22.99561620418367,211.40936444804777,clay-loam,2,pomme_de_terre,1.1,64,2,7,4.047505230698577,aspersion
2020-04-06,17.074542635122224,57.740589133522725,8.178647269291778,0.9283305044580696,41.53502849781544,18.365668461164844,267.2558586805894,clay-loam,1,vigne,0.95,121,5,8,3.2258639520472494,goutte_à_goutte
2020-04-07,17.261129538292288,48.749019527360794,7.823031573061133,1.5437368768403696,41.6257366818784,16.525427023533766,169.9051419533693,clay-loam,1,figuier,0.95,120,4,8,4.70261632244802,aspersion
2020-04-08,17.00544751129786,46.72303490297289,7.960349193306689,1.616521475764742,34.35546318992364,12.999401693494345,235.4557194816642,clay-loam,3,melon,1.2,76,5,12,1.933676731502687,goutte_à_goutte
2020-04-09,16.781656708419497,58.91696322749589,8.021683689615287,1.1409676081908677,31.66485272577147,12.084171413720219,208.1111608449416,clay-loam,1,figuier,0.95,114,4,6,4.18855052953664,aspersion
2020-04-10,14.675032898430961,59.86949828284114,7.549933441565919,1.206071847546,10.0,22.028237987539818,118.23548649642237,clay-loam,3,piment,1.2,86,4,13,0.5673676062029454,goutte_à_goutte
2020-04-11,16.918684629334482,50.111715284210725,7.766348887153869,1.6153054243831073,23.21019653536868,16.00369270379195,154.06917707384838,clay-loam,1,vigne,0.95,129,5,11,2.707239869137829,aspersion
2020-04-12,17.32792929390599,49.65979065276754,8.405321867723941,0.9332894908536885,25.194255867975254,5.0,192.5060983238916,clay-loam,1,vigne,0.95,118,5,14,1.289708138575778,surface
2020-04-13,16.66129391750474,60.63523304581673,8.265857356575438,1.6749618576246963,11.25107935952467,11.632301760513785,255.6146224945864,clay-loam,1,olivier,0.95,123,2,14,4.910841716647178,surface
2020-04-14,18.19479942022413,46.76074140532717,7.981208126801829,1.0523228131704,18.425842097845663,10.708919841141867,223.18615287785573,clay-loam,2,pomme_de_terre,1.1,61,5,8,2.6482528917800323,aspersion
2020-04-15,19.57595267190137,58.84943575842777,8.072937037553867,2.031426846516608,10.191635290773661,12.268679954112676,141.6249588059643,clay-loam,3,piment,1.2,75,2,6,4.981268498789621,aspersion
2020-04-16,22.789586379853674,41.312516756980145,7.911727248309063,2.6689138726941497,29.616761643026276,17.814553301425427,192.984188597642,clay-loam,2,tomate,1.1,66,2,5,7.791467268035488,goutte_à_goutte
2020-04-17,19.61454343487873,53.77014447572382,8.406975015748394,1.06962159914909,38.18765970848816,14.462775591028754,300.8903224396515,clay-loam,2,blé,1.1,68,2,11,1.6951489552435035,goutte_à_goutte
2020-04-18,20.02739789598054,48.31581077728427,7.9398942266617505,1.7671039311873373,41.067745186243286,14.61567296498169,205.5611667420429,clay-loam,1,vigne,0.95,128,4,7,3.5017891498638565,goutte_à_goutte
2020-04-19,19.608977497304256,53.60247090945533,8.069552627640455,1.1366290475589904,34.14784462079241,21.567365806626185,183.63372124638022,clay-loam,2,tomate,1.1,65,4,7,4.281621459390462,aspersion
2020-04-20,16.164489253174718,53.03269610966696,8.343809043242619,2.020477086898895,20.36603658801431,11.517694551066558,224.58698203781103,clay-loam,1,vigne,0.95,121,5,10,3.899377729288119,surface
2020-04-21,20.191684077869994,48.898509352833536,7.766788554546228,0.8673707954573925,10.679348414800405,24.320997629436746,238.16965397909848,clay-loam,2,tomate,1.1,61,4,12,4.254642243837564,goutte_à_goutte
2020-04-22,20.60629827234109,49.29514846846698,8.467636755349067,1.7402933792138564,12.431313005984983,11.64346204314457,177.19158262599706,clay-loam,3,pastèque,1.2,89,5,5,0.8081435704730688,surface
2020-04-23,25.651822528970456,36.51132892763695,7.540861577076987,1.0635055165553235,17.310174227455015,15.445990983062856,225.12873871857187,clay-loam,2,tomate,1.1,55,4,5,7.903433107182273,aspersion
2020-04-24,20.578420284676092,52.83649130008649,8.488892639333839,1.3965077054508157,21.111403019643255,13.593982022986165,183.55552516645955,clay-loam,1,olivier,0.95,113,1,13,3.317508845540279,aspersion
2020-04-25,21.80227380141079,44.73052146552589,7.888197324814407,0.9844873624263465,28.402515020084135,15.617095667504806,235.96638009147193,clay-loam,1,vigne,0.95,115,1,6,6.419604873687328,goutte_à_goutte
2020-04-26,21.363955529276765,46.81106712938476,7.927190375652415,1.9111752354478768,19.85835781873032,17.222959975365644,208.4846578985642,clay-loam,1,figuier,0.95,120,5,6,2.428068767931133,goutte_à_goutte
2020-04-27,19.328316596330133,46.035778232462235,7.432996948645117,1.0815098227802065,33.38975893668261,17.169176200444383,224.09839135264463,clay-loam,1,amandier,0.95,110,4,7,3.259806297513003,goutte_à_goutte
2020-04-28,24.181636720811603,30.915876624806046,7.863561584786692,1.7759821296659137,27.677264972005272,11.2344133468971,162.04082269162478,clay-loam,2,tomate,1.1,64,4,2,5.879626263386727,aspersion
2020-04-29,23.628132146379297,43.60266296743021,7.688058040691935,1.3279509858688336,30.105457117410257,9.385426612762146,158.93568079635705,clay-loam,1,olivier,0.95,120,2,5,6.186245437484001,goutte_à_goutte
2020-04-30,23.932493890521982,56.1643362722816,7.817706096387958,1.4427638141005685,41.40250552671205,27.515858954528554,247.27486523296974,clay-loam,1,olivier,0.95,128,3,9,0.8941135461066441,goutte_à_goutte
2020-05-01,20.75564091123333,52.78956007264013,7.958806710263336,1.5738779537000642,18.1976826579963,12.580078301997235,196.03018093072532,clay-loam,2,oignon,1.1,67,5,12,3.2481644952360735,aspersion
2020-05-02,25.60174580420493,41.50107939502063,8.287337484341872,1.1190876641705756,34.18704578292368,18.496062193359933,214.25173710496807,clay-loam,2,blé,1.1,66,3,4,8.288064461501717,aspersion
2020-05-03,20.21188624863012,48.36771648101349,8.062281005420187,1.6051835567704436,29.860267715239267,6.961793447384016,184.68022864567402,clay-loam,2,oignon,1.1,68,3,5,2.7127011527744966,surface
2020-05-04,24.406358561871325,43.502791621253245,8.092302996020335,2.2651672821772055,26.66513719030305,13.601936400476616,244.9363387006822,clay-loam,1,olivier,0.95,123,5,4,6.838579015297167,goutte_à_goutte
2020-05-05,27.828172115743733,40.99333740226045,7.671344183346331,1.1109526070836429,38.8525632086596,14.364003080087786,169.60950099851712,clay-loam,2,blé,1.1,67,4,6,7.433710764797276,goutte_à_goutte
2020-05-06,21.67830159801453,41.57848352643398,7.735773773119181,2.0859050716369225,38.79014154557007,17.36407534963916,193.21993800495585,clay-loam,2,tomate,1.1,68,5,4,7.171971827552143,aspersion
2020-05-07,22.73632621374813,51.46711915272217,8.539617505505394,2.2490488167438922,20.53509204011572,5.0,239.29964063515658,clay-loam,2,tomate,1.1,64,3,9,2.5131854655259604,goutte_à_goutte
2020-05-08,24.275143774908017,47.1641909148442,7.779439689571026,1.091922505485978,28.17839416142076,15.830703065391653,258.6483849582133,clay-loam,2,oignon,1.1,64,4,5,0.9762149389902225,goutte_à_goutte
2020-05-09,23.273119740705148,48.681249017481946,8.496862475617188,0.772472697454724,32.812116825840654,9.251292723160535,173.81203544866582,clay-loam,1,figuier,0.95,113,1,7,2.8600209960459155,goutte_à_goutte
2020-05-10,21.380224305677967,50.12204223553169,7.92708164033574,1.6509804500858825,27.269932519774155,16.62172855597462,297.98419909779415,clay-loam,2,tomate,1.1,56,5,5,0.21801885877216876,goutte_à_goutte
2020-05-11,24.81734764805531,42.87206181638699,8.000686380843051,1.2262962386165634,35.850213322877984,9.818354015809184,215.66208468468082,clay-loam,2,oignon,1.1,62,5,5,9.70229292176457,goutte_à_goutte
2020-05-12,22.75141634301852,49.23718166530632,8.321109548068979,2.4343016095815013,32.811920179102756,10.722586520372094,147.85358690956312,clay-loam,2,oignon,1.1,52,4,9,4.417470111331295,goutte_à_goutte
2020-05-13,26.01608422478333,43.934944331531895,8.381567726581597,1.5174037702499161,48.32561240356013,13.63186194803366,218.4526024294984,clay-loam,3,piment,1.2,85,1,5,5.077283082644337,goutte_à_goutte
2020-05-14,23.419942855901553,43.09988216144255,7.966756231916274,1.0989002959824103,14.697208640702124,9.738352651984023,180.8500392758271,clay-loam,3,pastèque,1.2,78,1,6,7.140920741586571,goutte_à_goutte
2020-05-15,28.545512193988163,34.313722844533245,7.883527083943538,0.9264202444941443,28.775640102526026,12.622327766323226,221.70342435915884,clay-loam,2,pomme_de_terre,1.1,57,4,6,7.861462345854191,aspersion
2020-05-16,24.06289358929442,44.41494109236831,7.983223865443336,2.0449524795454153,20.91497488487809,9.033121157283423,197.8571876169831,clay-loam,2,oignon,1.1,69,2,5,9.265047277336802,goutte_à_goutte
2020-05-17,25.165884210896564,49.99627444113109,8.101387258469636,1.2144080129579067,36.04107455439044,5.834147741506362,203.71368450950723,clay-loam,3,piment,1.2,82,5,9,0.9545551557517301,aspersion
